Date,Open,High,Low,Close,Adj Close,Volume
2017-11-11,13.419571,13.973953,13.387708,13.711619,13.711619,8764216001
2017-11-12,13.697544,13.697544,12.731547,12.858609,12.858609,16366563521
2017-11-13,12.867276,13.353020,12.866233,13.311211,13.311211,8673858810
2017-11-14,13.326717,13.981933,13.326717,13.722555,13.722555,8329409400
2017-11-15,13.664480,13.924280,13.606993,13.897508,13.897508,6545186440
2017-11-16,13.877865,17.753323,13.649698,14.827816,14.827816,66764246111
2017-11-17,14.675103,15.563979,14.381624,14.730031,14.730031,25813586230
2017-11-18,14.727821,14.978239,14.458159,14.863041,14.863041,9380812980
2017-11-19,14.831381,15.357377,14.694665,15.018350,15.018350,12599458080
2017-11-20,15.039153,15.846076,15.011915,15.542017,15.542017,13973488506
2017-11-21,15.491178,15.686202,14.772544,15.132290,15.132290,14131994889
2017-11-22,15.091486,15.623810,15.070404,15.494783,15.494783,10838349860
2017-11-23,15.503347,16.144947,15.393911,15.648261,15.648261,15537419659
2017-11-24,15.677247,15.872923,15.416301,15.820998,15.820998,13676799620
2017-11-25,15.790991,16.536118,15.752578,16.322256,16.322256,13748388793
2017-11-26,16.355949,16.355949,16.076250,16.091061,16.091061,8620316990
2017-11-27,16.057884,16.471037,16.006245,16.371307,16.371307,12683997803
2017-11-28,16.378401,19.389811,16.338299,19.265388,19.265388,46415847654
2017-11-29,19.182634,19.182634,15.405969,15.641168,15.641168,34824803270
2017-11-30,15.857964,16.829069,14.799688,16.176615,16.176615,17468083876
2017-12-01,16.142696,16.696995,15.438962,16.495144,16.495144,11804813920
2017-12-02,16.492369,16.722155,16.176270,16.481789,16.481789,7628307500
2017-12-03,16.484240,16.970776,15.959193,16.292517,16.292517,8690142100
2017-12-04,16.315804,16.447866,15.914138,16.322367,16.322367,6736320500
2017-12-05,16.324104,16.349207,15.780808,15.836600,15.836600,11234931365
2017-12-06,15.792520,15.811116,14.693914,15.003739,15.003739,17712418552
2017-12-07,15.008836,15.082195,14.290817,14.385452,14.385452,17767234284
2017-12-08,14.437940,17.991129,14.343166,16.254498,16.254498,42561290903
2017-12-09,16.256886,16.483948,15.477506,15.776325,15.776325,13234981314
2017-12-10,15.830479,15.830479,14.783229,15.300858,15.300858,12776277780
2017-12-11,15.251925,16.271255,15.202284,16.196318,16.196318,11332098835
2017-12-12,16.232801,27.956169,16.149342,24.056040,24.056040,100144576000
2017-12-13,24.001171,33.107212,22.086882,30.360010,30.360010,176513077875
2017-12-14,30.333263,57.408459,30.059546,55.598038,55.598038,409055173057
2017-12-15,55.437023,55.437023,42.851112,48.448517,48.448517,204653037776
2017-12-16,48.404434,52.276184,47.518604,48.606194,48.606194,85518716976
2017-12-17,48.316788,49.076405,46.125851,46.666412,46.666412,51589164000
2017-12-18,46.645267,50.847298,44.164925,49.973728,49.973728,86202624000
2017-12-19,49.912094,55.387199,48.468170,50.680012,50.680012,92851364525
2017-12-20,50.418304,50.585613,46.817539,49.747051,49.747051,64585698251
2017-12-21,50.167034,79.142807,50.167034,76.367775,76.367775,232107298027
2017-12-22,74.668304,88.281311,47.435947,72.861305,72.861305,297307257241
2017-12-23,74.631821,77.330482,68.881798,75.169502,75.169502,95860736924
2017-12-24,75.248878,75.248878,58.327576,66.823235,66.823235,48324924054
2017-12-25,66.929497,72.236565,64.237869,71.839706,71.839706,43911757164
2017-12-26,71.802574,76.291496,69.843307,76.174934,76.174934,60123760343
2017-12-27,75.837448,94.142967,75.717056,89.730919,89.730919,182986606548
2017-12-28,89.362289,96.156258,80.679459,91.676476,91.676476,182170237151
2017-12-29,92.233246,144.584534,92.041679,141.357925,141.357925,481644569903
2017-12-30,140.362167,182.204651,129.904907,137.810242,137.810242,517558526552
2017-12-31,133.730225,152.681351,119.381248,146.845383,146.845383,296303950060
2018-01-01,146.554962,152.248840,136.835663,152.248840,152.248840,120615096269
2018-01-02,150.876633,158.088470,143.142563,157.413101,157.413101,201200587545
2018-01-03,156.347137,208.240631,155.017868,197.190994,197.190994,421378375935
2018-01-04,197.951096,243.703857,197.951096,202.650360,202.650360,513731527729
2018-01-05,209.254852,225.920517,178.945877,193.074814,193.074814,398250719185
2018-01-06,191.323090,204.971359,189.351624,195.941132,195.941132,175902878853
2018-01-07,195.877151,220.847549,195.298325,213.916702,213.916702,151684854566
2018-01-08,213.014893,213.014893,131.119217,155.895645,155.895645,210419546107
2018-01-09,155.086411,160.513092,126.098717,133.809814,133.809814,235223077538
2018-01-10,135.600723,137.444458,107.907318,125.644417,125.644417,307516172729
2018-01-11,125.980957,143.215042,103.062302,124.226936,124.226936,400936909374
2018-01-12,123.569763,137.119843,118.909027,129.949432,129.949432,211839523123
2018-01-13,130.469666,134.749329,126.056473,128.557861,128.557861,135478810982
2018-01-14,128.377884,128.377884,115.233025,118.371681,118.371681,125813524070
2018-01-15,118.057503,120.891518,105.762566,106.489128,106.489128,116760596632
2018-01-16,106.592644,108.054642,58.205128,75.483154,75.483154,364086323696
2018-01-17,75.767357,87.945511,57.369228,83.448997,83.448997,463207310132
2018-01-18,83.400452,110.681511,80.236473,101.957603,101.957603,581792694312
2018-01-19,101.037376,108.664619,95.830536,99.051834,99.051834,235969983621
2018-01-20,99.740448,103.920021,95.904869,100.747528,100.747528,149750433894
2018-01-21,100.595001,100.595001,85.712173,88.074158,88.074158,181296670105
2018-01-22,88.812553,91.161133,74.297546,86.707520,86.707520,168803543911
2018-01-23,86.441772,91.477753,76.795662,85.238213,85.238213,189788854080
2018-01-24,86.197655,90.755707,83.374802,86.382591,86.382591,117971456000
2018-01-25,86.770866,87.902718,82.174820,83.339729,83.339729,62625176648
2018-01-26,83.129509,84.215530,72.078171,77.381851,77.381851,129528327951
2018-01-27,77.421272,78.793747,75.612701,77.498825,77.498825,43806150061
2018-01-28,77.802681,91.421288,77.802681,88.972572,88.972572,84380275200
2018-01-29,88.947777,89.331741,82.588943,84.191254,84.191254,68275311200
2018-01-30,84.458961,84.458961,72.030357,72.503502,72.503502,72253875200
2018-01-31,72.000435,75.838425,66.011322,73.858261,73.858261,80316463150
2018-02-01,73.762314,73.871605,59.516281,61.573044,61.573044,90224565353
2018-02-02,61.452267,61.452267,40.686775,56.732349,56.732349,226328211201
2018-02-03,57.194527,62.504108,48.836037,59.249638,59.249638,127532115200
2018-02-04,58.568363,61.102962,51.092163,52.302876,52.302876,76364355200
2018-02-05,52.959465,53.467487,43.293480,44.365070,44.365070,82482721348
2018-02-06,45.219406,50.461456,37.813896,49.844429,49.844429,151585185946
2018-02-07,49.727779,51.743904,45.334938,46.524734,46.524734,72841688872
2018-02-08,46.869026,51.880100,46.442211,51.770355,51.770355,60902881865
2018-02-09,51.248131,61.407898,49.658241,61.407898,61.407898,108756473541
2018-02-10,60.946133,83.679962,60.946133,68.891411,68.891411,301240530606
2018-02-11,68.672012,69.171928,59.821209,64.607658,64.607658,164408650547
2018-02-12,64.758209,71.135071,64.758209,69.476509,69.476509,112876761385
2018-02-13,69.394890,69.599907,65.215408,66.021370,66.021370,59189888056
2018-02-14,65.935905,74.677086,65.628090,73.172134,73.172134,93424872000
2018-02-15,73.007408,74.411964,71.061836,73.272888,73.272888,75935184767
2018-02-16,73.150215,73.591057,71.165314,73.107048,73.107048,36510097874
2018-02-17,73.068497,78.217979,72.753082,77.407913,77.407913,76235534172
2018-02-18,77.395065,77.559525,70.237442,71.978355,71.978355,71540879083
2018-02-19,72.151154,74.931465,72.011116,73.517540,73.517540,35736968960
2018-02-20,73.525887,75.930130,70.274704,70.651482,70.651482,52312745606
2018-02-21,70.167053,71.067818,64.727486,65.797272,65.797272,56474885837
2018-02-22,65.594444,67.866341,59.941319,61.187969,61.187969,57804264310
2018-02-23,60.693417,66.516983,58.361641,64.625916,64.625916,57997336729
2018-02-24,64.548538,65.601913,60.135803,61.749809,61.749809,31697824000
2018-02-25,61.592915,62.603527,59.218548,61.043610,61.043610,23309534218
2018-02-26,61.057648,62.895290,59.147411,61.966187,61.966187,29699777362
2018-02-27,62.124397,63.159348,61.272308,61.489571,61.489571,20298200311
2018-02-28,61.320286,62.220638,58.926914,58.978809,58.978809,21485354957
2018-03-01,58.949341,62.158886,58.069077,60.546791,60.546791,30996261018
2018-03-02,60.435329,60.909740,58.865139,59.350487,59.350487,17674257560
2018-03-03,59.261936,60.417847,58.924015,59.197899,59.197899,18314423608
2018-03-04,59.080784,66.925674,58.403252,65.571266,65.571266,51987106417
2018-03-05,66.141846,70.343269,62.166664,62.378105,62.378105,110977434319
2018-03-06,62.058208,64.452240,59.499825,59.890755,59.890755,56794808177
2018-03-07,59.987511,60.395115,53.502689,56.515392,56.515392,52518623298
2018-03-08,56.599594,57.641018,53.732693,53.763290,53.763290,32517189600
2018-03-09,53.780540,55.754570,48.910400,55.336437,55.336437,64416899881
2018-03-10,55.669266,56.032047,51.688087,51.876350,51.876350,26221871442
2018-03-11,51.820217,54.727306,50.515991,54.122662,54.122662,30799936640
2018-03-12,54.188110,54.487129,51.196571,52.052097,52.052097,23069914900
2018-03-13,51.883347,52.332096,50.487736,51.212757,51.212757,18137183669
2018-03-14,51.203552,51.820339,43.825729,45.504307,45.504307,31063229151
2018-03-15,45.569847,47.385971,41.740475,45.308540,45.308540,57724659660
2018-03-16,45.425114,46.251465,43.826603,44.788116,44.788116,32668045200
2018-03-17,44.689667,44.799419,40.723549,41.447884,41.447884,20782163520
2018-03-18,41.227600,44.029865,35.661999,42.807327,42.807327,60015918920
2018-03-19,43.674747,48.847507,41.647182,48.847507,48.847507,71530808430
2018-03-20,48.044056,48.044056,43.883869,46.300774,46.300774,53115221393
2018-03-21,46.512581,46.980171,44.281364,45.206085,45.206085,34365705080
2018-03-22,45.172256,45.707043,41.451839,43.144569,43.144569,29232633158
2018-03-23,43.168526,43.168526,40.629269,41.793446,41.793446,25157916720
2018-03-24,41.990986,44.160927,41.620728,41.669399,41.669399,25390285200
2018-03-25,41.498306,42.705700,41.060928,41.709038,41.709038,14903292960
2018-03-26,41.761543,41.854980,37.979465,38.857189,38.857189,24923613581
2018-03-27,38.828869,39.266472,36.605015,37.529930,37.529930,22818681621
2018-03-28,37.503567,38.713963,37.319744,37.656830,37.656830,16828114700
2018-03-29,37.641521,37.698395,33.304482,33.304482,33.304482,27382011542
2018-03-30,33.418880,34.591381,31.536810,33.177776,33.177776,33741239611
2018-03-31,33.246273,34.469624,32.891422,33.359303,33.359303,19090772880
2018-04-01,33.457035,33.560104,30.355780,31.583624,31.583624,19394250069
2018-04-02,31.647821,33.235142,31.161386,32.604805,32.604805,17083711040
2018-04-03,32.659828,36.569744,32.537727,36.267281,36.267281,37579751050
2018-04-04,36.041439,36.596977,32.421593,32.626083,32.626083,27008379279
2018-04-05,32.646832,32.912685,31.455515,32.167568,32.167568,23276024919
