Date,Open,High,Low,Close,Adj Close,Volume
2014-09-17,310.519012,315.261871,302.426361,308.065674,308.065674,187075056
2014-09-18,308.484711,308.484711,278.118073,284.510590,284.510590,277468314
2014-09-19,284.635712,288.916046,258.898468,263.344818,263.344818,238376833
2014-09-20,263.431793,280.888458,255.703262,260.829865,260.829865,334106661
2014-09-21,259.407806,261.662903,252.831146,258.364258,258.364258,178364737
2014-09-22,258.364838,268.413818,255.891708,258.486389,258.486389,113083643
2014-09-23,258.342590,297.957611,255.219467,289.730652,289.730652,284548337
2014-09-24,289.585968,289.642120,282.057709,284.347504,284.347504,162213330
2014-09-25,284.292084,284.623535,271.682098,276.883484,276.883484,125540057
2014-09-26,276.594025,279.163116,268.331238,271.069702,271.069702,94666119
2014-09-27,271.118622,274.472137,268.893127,270.348846,270.348846,54385559
2014-09-28,270.521271,272.538269,256.957947,258.819702,258.819702,106455134
2014-09-29,259.088684,264.751465,257.931274,261.368683,261.368683,105405044
2014-09-30,261.701050,281.697418,260.084869,277.097656,277.097656,152113809
2014-10-01,276.864197,278.105927,270.589722,273.286438,273.286438,72335228
2014-10-02,273.384552,275.173553,263.753174,265.994873,265.994873,69223798
2014-10-03,265.791809,267.080994,256.234192,256.916016,256.916016,90534599
2014-10-04,256.793549,263.618408,239.248703,242.337143,242.337143,427595023
2014-10-05,242.575272,248.811844,214.178726,227.626587,227.626587,501121349
2014-10-06,227.867172,240.900909,219.818390,235.209534,235.209534,583516714
2014-10-07,234.653259,242.521408,226.603622,236.495422,236.495422,434938356
2014-10-08,236.301758,241.098740,229.704498,239.749054,239.749054,358950261
2014-10-09,239.793839,245.432053,235.937302,238.096283,238.096283,507617186
2014-10-10,237.986420,239.456665,231.248306,233.278778,233.278778,386839786
2014-10-11,232.576019,235.213684,225.346161,231.150879,231.150879,214357384
2014-10-12,231.391068,235.979568,226.456360,235.909729,235.909729,166169754
2014-10-13,235.671387,237.620667,232.285599,235.549271,235.549271,256222306
2014-10-14,235.716400,259.773071,235.716400,250.199738,250.199738,506294886
2014-10-15,250.266037,250.266037,245.154846,248.942490,248.942490,296857737
2014-10-16,249.023514,251.420609,244.789932,246.317734,246.317734,259525194
2014-10-17,246.351685,246.383423,243.027084,244.987106,244.987106,218484528
2014-10-18,244.886505,250.782227,242.621460,248.820877,248.820877,146389689
2014-10-19,248.861969,249.170578,243.831894,244.721466,244.721466,96708459
2014-10-20,244.392029,244.392029,237.776764,239.359802,239.359802,137921926
2014-10-21,239.480392,242.702286,238.780045,240.872513,240.872513,119142333
2014-10-22,240.929977,241.557556,234.863510,235.153534,235.153534,128133627
2014-10-23,235.376862,236.177612,228.028809,228.716995,228.716995,195209265
2014-10-24,228.707214,231.173172,227.790421,229.198929,229.198929,217589544
2014-10-25,229.272324,229.951813,221.952087,224.307358,224.307358,144975499
2014-10-26,224.392990,230.412354,223.939178,227.954330,227.954330,121499844
2014-10-27,227.763519,238.582657,227.397690,233.350037,233.350037,165147744
2014-10-28,233.654022,238.957764,232.158524,235.275650,235.275650,135926406
2014-10-29,235.692230,235.719757,227.967514,228.368851,228.368851,156343163
2014-10-30,228.831482,234.592514,228.472137,232.546448,232.546448,163847502
2014-10-31,232.472137,233.161224,229.831573,230.458054,230.458054,141436421
2014-11-01,230.621353,230.651428,218.493149,219.198517,219.198517,152015146
2014-11-02,219.584656,222.410446,218.210754,220.089279,220.089279,124707646
2014-11-03,220.139023,224.794830,218.273438,219.728653,219.728653,124938645
2014-11-04,219.873596,222.112457,217.754761,220.121002,220.121002,143169114
2014-11-05,220.032150,225.735321,220.032150,223.866684,223.866684,175387267
2014-11-06,223.700226,225.362335,222.263626,224.411438,224.411438,151373008
2014-11-07,224.418198,225.247147,218.649658,218.796036,218.796036,148658200
2014-11-08,218.751755,220.111008,217.255966,218.727783,218.727783,92763071
2014-11-09,218.640442,223.712143,218.154556,223.352951,223.352951,115249914
2014-11-10,223.395996,229.368759,220.554749,227.170380,227.170380,217944959
2014-11-11,227.347412,230.042892,225.991516,226.085617,226.085617,171227460
2014-11-12,226.321793,254.123047,226.321793,249.649918,249.649918,535865470
2014-11-13,253.600266,267.734314,247.553619,252.374878,252.374878,859981170
2014-11-14,251.625931,251.977005,238.475571,246.164078,246.164078,468208284
2014-11-15,246.342407,249.143814,235.080627,237.831436,237.831436,240141668
2014-11-16,237.020630,240.708115,236.082718,239.639389,239.639389,184562740
2014-11-17,239.449951,246.534348,236.800278,239.703339,239.703339,245246122
2014-11-18,239.561768,241.100311,231.490372,232.675415,232.675415,248393001
2014-11-19,233.280228,237.612534,233.629684,235.796005,235.796005,177014519
2014-11-20,235.765045,236.417786,222.054016,223.627182,223.627182,228041453
2014-11-21,223.797455,223.797455,215.254669,215.979126,215.979126,237867152
2014-11-22,216.239166,223.619156,215.502945,217.607193,217.607193,151102574
2014-11-23,217.575699,223.084290,217.140274,221.996674,221.996674,104191485
2014-11-24,222.013947,228.169601,220.315094,224.425827,224.425827,202962631
2014-11-25,224.205017,228.862701,219.403137,220.649887,220.649887,214549610
2014-11-26,220.737076,221.757614,218.687988,219.965225,219.965225,154288754
2014-11-27,220.250015,221.438461,219.721680,220.160782,220.160782,109137253
2014-11-28,220.217056,226.562088,217.231461,224.142075,224.142075,124834072
2014-11-29,224.194946,226.148483,222.056046,223.048691,223.048691,140849285
2014-11-30,223.028778,224.780197,221.567825,222.414917,222.414917,75025207
2014-12-01,222.383820,224.097946,221.310013,221.585938,221.585938,78987308
2014-12-02,221.638596,226.652420,221.626205,224.365662,224.365662,126789991
2014-12-03,224.174118,226.220993,221.757004,223.396210,223.396210,106097152
2014-12-04,223.376419,225.045181,221.538742,221.934708,221.934708,141567914
2014-12-05,222.024902,224.244232,220.893188,223.979294,223.979294,145529001
2014-12-06,223.838760,224.598328,223.077972,223.749634,223.749634,104648260
2014-12-07,223.816498,232.107162,223.377594,229.731934,229.731934,108902234
2014-12-08,229.559219,233.078415,225.822556,225.822556,225.822556,141893242
2014-12-09,225.935059,226.794296,215.465363,217.854782,217.854782,223161378
2014-12-10,218.019974,218.672394,216.222900,216.991318,216.991318,122907560
2014-12-11,216.623672,221.170990,213.669815,217.463074,217.463074,166649970
2014-12-12,217.326874,218.119095,217.326874,217.971680,217.971680,128841540
2014-12-13,217.962921,218.162338,216.274384,217.306519,217.306519,132651204
2014-12-14,217.252121,218.723724,216.780762,217.582199,217.582199,96745088
2014-12-15,217.621597,217.652222,217.847244,217.968506,217.968506,144776075
2014-12-16,218.035461,217.323807,190.252090,191.906219,191.906219,332240265
2014-12-17,191.607086,194.686569,184.192871,186.748703,186.748703,252106279
2014-12-18,187.015472,190.288406,170.899612,176.694794,176.694794,270893355
2014-12-19,176.676529,181.741653,171.761581,181.442520,181.442520,175822378
2014-12-20,181.315399,186.158966,181.315399,184.887192,184.887192,163895946
2014-12-21,184.321198,184.684204,179.701508,180.258667,180.258667,138345721
2014-12-22,180.882217,183.527786,179.335358,182.425217,182.425217,156611370
2014-12-23,182.521942,184.136017,181.487030,182.802719,182.802719,120603265
2014-12-24,182.532516,182.731049,173.367996,173.925659,173.925659,131872384
2014-12-25,173.773865,174.840271,169.642838,171.455566,171.455566,104222399
2014-12-26,171.534958,178.608017,170.326263,176.797256,176.797256,132730941
2014-12-27,176.663162,177.666733,171.793381,172.682541,172.682541,138606196
2014-12-28,172.812851,175.535019,169.877121,173.705200,173.705200,108171687
2014-12-29,173.753494,174.606445,170.999680,171.565704,171.565704,93684957
2014-12-30,171.651672,172.646484,169.035034,171.380157,171.380157,97373863
2014-12-31,171.369385,172.061188,170.637985,171.374161,171.374161,99432977
2015-01-01,171.706955,171.706955,170.383484,170.984818,170.984818,48823402
2015-01-02,170.882187,170.996857,168.541794,168.763870,168.763870,54120652
2015-01-03,168.706924,168.706924,134.965042,134.965042,134.965042,328566172
2015-01-04,133.513611,136.312683,120.998184,123.799149,123.799149,246002618
2015-01-05,123.884560,136.812393,123.884560,131.885284,131.885284,674539330
2015-01-06,132.022095,134.656525,129.971405,134.267456,134.267456,206154332
2015-01-07,134.647614,136.172760,131.736160,134.017258,134.017258,214418867
2015-01-08,133.854630,134.353851,125.455933,125.845749,125.845749,183279668
2015-01-09,125.967957,126.047546,122.394791,123.652580,123.652580,121645070
2015-01-10,122.819031,123.464294,101.114861,103.076233,103.076233,181498141
2015-01-11,103.093689,117.097000,102.494560,107.517693,107.517693,160943618
2015-01-12,107.088760,111.518494,105.623314,106.393684,106.393684,107891934
2015-01-13,106.143562,106.698425,95.289207,95.503212,95.503212,250355702
2015-01-14,96.029335,98.078056,69.152115,71.838745,71.838745,293144275
2015-01-15,71.604668,85.423676,71.561211,79.608711,79.608711,216408185
2015-01-16,79.262413,91.172447,78.921082,86.751434,86.751434,165135007
2015-01-17,86.474892,86.834953,77.466736,80.016808,80.016808,93723000
2015-01-18,80.178902,84.896103,76.301819,82.486465,82.486465,104850039
2015-01-19,82.191986,83.902794,80.590584,82.693901,82.693901,44906145
2015-01-20,82.645210,82.880638,80.187790,81.596855,81.596855,65944539
2015-01-21,81.618431,84.580162,81.267647,84.527229,84.527229,73328823
2015-01-22,84.586319,89.486313,84.586319,87.380814,87.380814,102282513
2015-01-23,86.984177,87.854729,85.036079,87.596115,87.596115,77864368
2015-01-24,87.886673,115.919022,87.177155,113.264633,113.264633,298483456
2015-01-25,113.157127,145.893173,113.000481,138.113068,138.113068,563837712
2015-01-26,137.940460,146.532669,126.660919,127.911736,127.911736,541081927
